-100.926367	0.000073	-100.926293
-100.927028	0.000780	-100.926247
-100.928130	0.001897	-100.926232
-100.929672	0.003447	-100.926224
-100.931655	0.005435	-100.926220
-100.934077	0.007861	-100.926217
-100.936940	0.010726	-100.926215
-100.940243	0.014030	-100.926213
-100.943985	0.017773	-100.926212
-100.948166	0.021956	-100.926211
-100.952786	0.026576	-100.926210
-100.957844	0.031635	-100.926209
-100.963340	0.037132	-100.926208
-100.969273	0.043065	-100.926208
-100.975643	0.049436	-100.926208
-100.982449	0.056242	-100.926207
-100.989690	0.063484	-100.926207
-100.997367	0.071160	-100.926206
-101.005477	0.079271	-100.926206
-101.014021	0.087815	-100.926206
-101.022997	0.096791	-100.926206
-101.032405	0.106199	-100.926205
-101.042243	0.116038	-100.926205
-101.052511	0.126306	-100.926205
-101.063208	0.137004	-100.926205
-101.074333	0.148129	-100.926205
-101.085885	0.159681	-100.926204
-101.097862	0.171658	-100.926204
-101.110264	0.184060	-100.926204
-101.123089	0.196885	-100.926204
-101.136336	0.210132	-100.926204
-101.150004	0.223800	-100.926204
-101.164091	0.237888	-100.926204
-101.178596	0.252393	-100.926203
-101.193518	0.267315	-100.926203
-101.208855	0.282652	-100.926203
-101.224606	0.298403	-100.926203
-101.240768	0.314565	-100.926203
-101.257341	0.331138	-100.926203
-101.274323	0.348120	-100.926203
-101.291711	0.365509	-100.926203
-101.309505	0.383303	-100.926202
-101.327703	0.401501	-100.926202
-101.346302	0.420100	-100.926202
-101.365301	0.439099	-100.926202
-101.384697	0.458496	-100.926202
-101.404490	0.478288	-100.926202
-101.424676	0.498474	-100.926202
-101.445254	0.519052	-100.926202
-101.466221	0.540019	-100.926201
-101.487575	0.561374	-100.926201
-101.509315	0.583114	-100.926201
-101.531437	0.605236	-100.926201
-101.553939	0.627738	-100.926201
-101.576820	0.650619	-100.926201
-101.600076	0.673875	-100.926201
-101.623705	0.697504	-100.926201
-101.647704	0.721504	-100.926200
-101.672071	0.745871	-100.926200
-101.696803	0.770603	-100.926200
-101.721898	0.795698	-100.926200
-101.747352	0.821152	-100.926200
-101.773163	0.846963	-100.926200
-101.799328	0.873128	-100.926200
-101.825843	0.899644	-100.926200
-101.852707	0.926507	-100.926199
-101.879915	0.953716	-100.926199
-101.907465	0.981266	-100.926199
-101.935354	1.009155	-100.926199
-101.963578	1.037379	-100.926199
-101.992134	1.065935	-100.926199
-102.021019	1.094820	-100.926198
-102.050229	1.124030	-100.926198
-102.079760	1.153562	-100.926198
-102.109610	1.183412	-100.926198
-102.139775	1.213577	-100.926198
-102.170251	1.244054	-100.926198
-102.201035	1.274837	-100.926197
-102.232122	1.305924	-100.926197
-102.263508	1.337311	-100.926197
-102.295191	1.368994	-100.926197
-102.327166	1.400970	-100.926197
-102.359429	1.433233	-100.926196
-102.391976	1.465780	-100.926196
-102.424803	1.498607	-100.926196
-102.457906	1.531711	-100.926196
-102.491281	1.565085	-100.926196
-102.524923	1.598727	-100.926195
-102.558828	1.632632	-100.926195
-102.592991	1.666796	-100.926195
-102.627409	1.701214	-100.926195
-102.662076	1.735882	-100.926195
-102.696989	1.770794	-100.926194
-102.732142	1.805948	-100.926194
-102.767531	1.841337	-100.926194
-102.803151	1.876958	-100.926194
-102.838998	1.912804	-100.926193
-102.875066	1.948873	-100.926193
-102.911351	1.985158	-100.926193
-102.947848	2.021655	-100.926193
-102.984551	2.058359	-100.926192
-103.021457	2.095265	-100.926192
-103.058559	2.132367	-100.926192
-103.095853	2.169662	-100.926191
-103.133334	2.207142	-100.926191
-103.170995	2.244804	-100.926191
-103.208833	2.282642	-100.926191
-103.246841	2.320651	-100.926190
-103.285015	2.358825	-100.926190
-103.323349	2.397159	-100.926190
-103.361838	2.435648	-100.926189
-103.400475	2.474286	-100.926189
-103.439257	2.513068	-100.926189
-103.478176	2.551988	-100.926188
-103.517228	2.591040	-100.926188
-103.556407	2.630220	-100.926188
-103.595708	2.669520	-100.926187
-103.635124	2.708937	-100.926187
-103.674651	2.748464	-100.926187
-103.714282	2.788095	-100.926186
-103.754011	2.827825	-100.926186
-103.793834	2.867648	-100.926186
-103.833744	2.907559	-100.926185
-103.873736	2.947551	-100.926185
-103.913803	2.987619	-100.926185
-103.953941	3.027756	-100.926184
