-2.523712	0.321938	-2.201774
-2.503589	0.297893	-2.205697
-2.670449	0.468869	-2.201580
-2.569164	0.365435	-2.203729
-2.896281	0.695176	-2.201105
-2.620661	0.419494	-2.201166
-2.432942	0.231345	-2.201597
-2.391951	0.189570	-2.202382
-2.501071	0.296683	-2.204388
-2.856186	0.652149	-2.204037
-2.813858	0.609072	-2.204787
-2.651050	0.447191	-2.203858
-2.489254	0.287305	-2.201949
-2.489020	0.286776	-2.202244
-2.461429	0.258048	-2.203381
-2.789444	0.586419	-2.203026
-2.301417	0.098058	-2.203359
-2.784915	0.582700	-2.202215
-2.897943	0.697371	-2.200572
-2.808355	0.605090	-2.203264
-2.715529	0.512208	-2.203321
-2.867817	0.665329	-2.202488
-2.938133	0.735113	-2.203019
-2.865442	0.662585	-2.202857
-2.831824	0.630329	-2.201495
-2.900160	0.697901	-2.202259
-2.721145	0.519269	-2.201876
-2.789185	0.587812	-2.201373
-2.663747	0.461164	-2.202583
-2.662191	0.460288	-2.201903
-2.785085	0.582607	-2.202478
-2.813857	0.610234	-2.203623
-2.789082	0.586982	-2.202100
-2.833971	0.632593	-2.201377
-2.643722	0.440460	-2.203262
-2.816692	0.613168	-2.203524
-2.774198	0.573254	-2.200944
-2.528749	0.327140	-2.201609
-2.542341	0.340798	-2.201543
-2.535998	0.333286	-2.202712
-2.722763	0.519616	-2.203147
-2.777413	0.575465	-2.201948
-2.801236	0.600304	-2.200932
-2.674653	0.472287	-2.202366
-2.509955	0.307979	-2.201976
-2.509570	0.306455	-2.203116
-2.583729	0.380951	-2.202777
-2.671030	0.467198	-2.203832
-2.856157	0.653949	-2.202208
-2.689997	0.488701	-2.201297
-2.749233	0.547355	-2.201879
-2.563403	0.361337	-2.202066
-2.470565	0.267325	-2.203240
-2.554810	0.350674	-2.204137
-2.599525	0.394989	-2.204536
-2.628714	0.423883	-2.204832
-2.567501	0.365619	-2.201882
-2.647709	0.445148	-2.202561
-2.602003	0.398736	-2.203266
-2.670526	0.470159	-2.200367
-2.743467	0.546056	-2.197412
-2.626094	0.421913	-2.204181
-2.512489	0.310308	-2.202181
-2.658076	0.455069	-2.203007
-2.930884	0.729497	-2.201388
-2.719390	0.516233	-2.203157
-2.629208	0.427437	-2.201771
-2.850558	0.647106	-2.203452
-2.604957	0.401299	-2.203658
-2.599464	0.397072	-2.202392
-2.529795	0.327825	-2.201971
-2.568823	0.363286	-2.205537
-2.599952	0.398731	-2.201221
-2.858624	0.657540	-2.201084
-2.540209	0.338084	-2.202125
-2.745020	0.540496	-2.204524
-2.719359	0.517831	-2.201528
-2.414528	0.211653	-2.202874
-2.645536	0.445004	-2.200532
-2.479778	0.276679	-2.203099
-2.605898	0.401987	-2.203911
-2.693468	0.492575	-2.200893
-2.691786	0.489583	-2.202203
-2.400368	0.198236	-2.202132
-2.480464	0.276561	-2.203903
-2.957719	0.755814	-2.201905
-2.441546	0.236356	-2.205190
-2.525674	0.322545	-2.203129
-2.837556	0.635571	-2.201985
-2.612919	0.410791	-2.202127
-2.933469	0.732023	-2.201446
-2.509654	0.306030	-2.203623
-2.646961	0.442783	-2.204178
-2.661440	0.458590	-2.202850
-2.430435	0.227067	-2.203368
-2.750119	0.545759	-2.204361
-2.860338	0.656505	-2.203833
-2.633954	0.431111	-2.202843
-2.417718	0.215336	-2.202382
-2.496094	0.291950	-2.204144
-2.829358	0.626199	-2.203160
-2.612953	0.409205	-2.203747
-2.438459	0.235875	-2.202584
-2.577242	0.373013	-2.204230
-2.863259	0.661384	-2.201875
-2.851676	0.651071	-2.200605
-2.444230	0.242150	-2.202081
-2.466038	0.261868	-2.204170
-2.590024	0.385452	-2.204572
-2.901032	0.698642	-2.202389
-2.716912	0.513124	-2.203788
-2.758153	0.553832	-2.204322
-2.969292	0.766110	-2.203182
-2.898200	0.694623	-2.203576
-2.664393	0.461212	-2.203181
-2.588927	0.386653	-2.202274
-2.592808	0.388971	-2.203838
-2.835914	0.631208	-2.204705
-2.924827	0.722221	-2.202606
-2.633876	0.433994	-2.199881
-2.779990	0.576336	-2.203654
-2.766894	0.563885	-2.203008
-2.582361	0.380464	-2.201897
-2.811243	0.607834	-2.203408
-2.906371	0.702986	-2.203386
-2.769816	0.566538	-2.203278
-2.578937	0.375614	-2.203323
-2.797270	0.591282	-2.205988
-2.731435	0.527368	-2.204067
-2.481819	0.279080	-2.202739
-2.750912	0.549263	-2.201649
-2.613048	0.410558	-2.202490
-2.935881	0.731347	-2.204534
-2.864973	0.661295	-2.203678
-2.622628	0.419582	-2.203046
-2.593642	0.391049	-2.202593
-2.496507	0.293511	-2.202996
-2.857906	0.655618	-2.202288
-2.803100	0.600626	-2.202475
-2.589194	0.384839	-2.204354
-2.835027	0.630163	-2.204864
-2.845279	0.643171	-2.202108
-2.624748	0.422778	-2.201970
-2.719680	0.516298	-2.203382
-2.688718	0.485568	-2.203150
-2.756979	0.554128	-2.202850
-2.835748	0.632790	-2.202958
-2.576469	0.375919	-2.200550
-2.607265	0.402456	-2.204808
-2.847167	0.645832	-2.201335
-2.595309	0.393279	-2.202030
-2.595966	0.391942	-2.204025
-2.629727	0.426442	-2.203286
-2.642955	0.439087	-2.203868
-2.689950	0.487184	-2.202766
-2.979068	0.776191	-2.202877
-2.870272	0.666583	-2.203689
-2.960840	0.759433	-2.201406
-2.818348	0.615940	-2.202407
-2.692949	0.491771	-2.201178
-2.758129	0.555790	-2.202339
-2.555177	0.352684	-2.202493
-2.827029	0.623409	-2.203620
-2.896993	0.693816	-2.203177
-2.965361	0.761427	-2.203935
-2.623773	0.419971	-2.203802
-2.757750	0.556296	-2.201454
-2.684495	0.485128	-2.199367
-2.625721	0.419465	-2.206255
-2.803043	0.599276	-2.203767
